chrom,IID,phase_N50,group,sex,replicate
chr2,SP60,59429,linked-read,male,no
chr8,SP60,50627,linked-read,male,no
chrZ,SP60,25561,linked-read,male,no
chr2,SP61,21980,linked-read,female,no
chr8,SP61,20619,linked-read,female,no
chrZ,SP61,18213,linked-read,female,no
chr2,SP62,44397,linked-read,male,no
chr8,SP62,36081,linked-read,male,no
chrZ,SP62,25088,linked-read,male,no
chr2,SP63,26805,linked-read,female,no
chr8,SP63,23522,linked-read,female,no
chrZ,SP63,21200,linked-read,female,no
chr2,SP64,41105,linked-read,male,no
chr8,SP64,37857,linked-read,male,no
chrZ,SP64,30363,linked-read,male,no
chr2,SP65,35226,linked-read,male,no
chr8,SP65,34478,linked-read,male,no
chrZ,SP65,24340,linked-read,male,no
chr2,SP66,30373,linked-read,male,no
chr8,SP66,25892,linked-read,male,no
chrZ,SP66,20219,linked-read,male,no
chr2,SP67,25504,linked-read,male,no
chr8,SP67,21541,linked-read,male,no
chrZ,SP67,12247,linked-read,male,no
chr2,SP68,22676,linked-read,female,no
chr8,SP68,20401,linked-read,female,no
chrZ,SP68,17596,linked-read,female,no
chr2,SP69,18051,linked-read,male,no
chr8,SP69,16916,linked-read,male,no
chrZ,SP69,14767,linked-read,male,no
chr2,SP70,20387,linked-read,male,no
chr8,SP70,19623,linked-read,male,no
chrZ,SP70,18062,linked-read,male,no
chr2,SP71,14096,linked-read,male,no
chr8,SP71,13884,linked-read,male,no
chrZ,SP71,11757,linked-read,male,no
chr2,SP72,19223,linked-read,female,no
chr8,SP72,17860,linked-read,female,no
chrZ,SP72,15724,linked-read,female,no
chr2,ST01,14163,linked-read,male,yes
chr2,ST01,702,short-read,male,yes
chr8,ST01,14342,linked-read,male,yes
chr8,ST01,711,short-read,male,yes
chrZ,ST01,13864,linked-read,male,yes
chrZ,ST01,695,short-read,male,yes
chr2,ST02,40288,linked-read,male,no
chr8,ST02,36561,linked-read,male,no
chrZ,ST02,17030,linked-read,male,no
chr2,ST03,18484,linked-read,female,no
chr8,ST03,19929,linked-read,female,no
chrZ,ST03,14487,linked-read,female,no
chr2,ST04,17780,linked-read,male,yes
chr2,ST04,812,short-read,male,yes
chr8,ST04,18381,linked-read,male,yes
chr8,ST04,743,short-read,male,yes
chrZ,ST04,15707,linked-read,male,yes
chrZ,ST04,658,short-read,male,yes
chr2,ST05,32987,linked-read,male,no
chr8,ST05,33979,linked-read,male,no
chrZ,ST05,17585,linked-read,male,no
chr2,ST06,47279,linked-read,female,no
chr8,ST06,49830,linked-read,female,no
chrZ,ST06,27559,linked-read,female,no
chr2,ST07,50867,linked-read,male,no
chr8,ST07,53207,linked-read,male,no
chrZ,ST07,18963,linked-read,male,no
chr2,ST08,28280,linked-read,female,no
chr8,ST08,25928,linked-read,female,no
chrZ,ST08,15281,linked-read,female,no
chr2,ST09,17182,linked-read,male,yes
chr2,ST09,870,short-read,male,yes
chr8,ST09,17039,linked-read,male,yes
chr8,ST09,781,short-read,male,yes
chrZ,ST09,16049,linked-read,male,yes
chrZ,ST09,847,short-read,male,yes
chr2,ST10,27565,linked-read,male,no
chr8,ST10,26069,linked-read,male,no
chrZ,ST10,16272,linked-read,male,no
chr2,ST11,19347,linked-read,female,no
chr8,ST11,18748,linked-read,female,no
chrZ,ST11,12768,linked-read,female,no
chr2,ST12,25795,linked-read,female,no
chr8,ST12,25943,linked-read,female,no
chrZ,ST12,21092,linked-read,female,no
chr2,ST13,33726,linked-read,male,no
chr8,ST13,34066,linked-read,male,no
chrZ,ST13,16542,linked-read,male,no
chr2,ST14,62732,linked-read,female,no
chr8,ST14,63187,linked-read,female,no
chrZ,ST14,28081,linked-read,female,no
chr2,ST15,22129,linked-read,male,no
chr8,ST15,22708,linked-read,male,no
chrZ,ST15,20071,linked-read,male,no
chr2,ST16,24882,linked-read,male,no
chr8,ST16,25606,linked-read,male,no
chrZ,ST16,21043,linked-read,male,no
chr2,ST17,23682,linked-read,male,no
chr8,ST17,22523,linked-read,male,no
chrZ,ST17,19770,linked-read,male,no
chr2,ST18,23959,linked-read,male,no
chr8,ST18,24753,linked-read,male,no
chrZ,ST18,16190,linked-read,male,no
chr2,ST19,21130,linked-read,female,no
chr8,ST19,21265,linked-read,female,no
chrZ,ST19,14244,linked-read,female,no
chr2,ST20,31499,linked-read,female,no
chr8,ST20,30267,linked-read,female,no
chrZ,ST20,17562,linked-read,female,no
chr2,ST21,86809,linked-read,female,no
chr8,ST21,75752,linked-read,female,no
chrZ,ST21,25382,linked-read,female,no
chr2,ST22,53896,linked-read,female,no
chr8,ST22,52766,linked-read,female,no
chrZ,ST22,22519,linked-read,female,no
chr2,ST23,26543,linked-read,female,no
chr8,ST23,26514,linked-read,female,no
chrZ,ST23,19340,linked-read,female,no
chr2,ST24,50754,linked-read,female,no
chr8,ST24,47600,linked-read,female,no
chrZ,ST24,22816,linked-read,female,no
chr2,ST25,30532,linked-read,female,no
chr8,ST25,30140,linked-read,female,no
chrZ,ST25,20258,linked-read,female,no
chr2,ST36,27500,linked-read,female,no
chr8,ST36,25858,linked-read,female,no
chrZ,ST36,22953,linked-read,female,no
chr2,SV01,68225,linked-read,male,no
chr8,SV01,50127,linked-read,male,no
chrZ,SV01,15174,linked-read,male,no
chr2,SV02,55756,linked-read,female,no
chr8,SV02,45481,linked-read,female,no
chrZ,SV02,26873,linked-read,female,no
chr2,SV03,60068,linked-read,male,no
chr8,SV03,48513,linked-read,male,no
chrZ,SV03,17577,linked-read,male,no
chr2,SV04,23425,linked-read,female,no
chr8,SV04,21112,linked-read,female,no
chrZ,SV04,18963,linked-read,female,no
chr2,SV05,41190,linked-read,male,no
chr8,SV05,40428,linked-read,male,no
chrZ,SV05,23746,linked-read,male,no
chr2,SV06,154528,linked-read,male,no
chr8,SV06,124237,linked-read,male,no
chrZ,SV06,34363,linked-read,male,no
chr2,SV07,60889,linked-read,male,no
chr8,SV07,49155,linked-read,male,no
chrZ,SV07,16542,linked-read,male,no
chr2,SV08,178293,linked-read,female,no
chr8,SV08,102946,linked-read,female,no
chrZ,SV08,23232,linked-read,female,no
chr2,SV09,125004,linked-read,female,no
chr8,SV09,86926,linked-read,female,no
chrZ,SV09,20474,linked-read,female,no
chr2,SV10,105713,linked-read,female,no
chr8,SV10,91664,linked-read,female,no
chrZ,SV10,33162,linked-read,female,no
chr2,SV11,42331,linked-read,male,no
chr8,SV11,36587,linked-read,male,no
chrZ,SV11,14479,linked-read,male,no
chr2,SV12,34722,linked-read,female,no
chr8,SV12,30125,linked-read,female,no
chrZ,SV12,15168,linked-read,female,no
chr2,SV13,71684,linked-read,female,no
chr8,SV13,48576,linked-read,female,no
chrZ,SV13,26362,linked-read,female,no
chr2,SV14,84174,linked-read,male,no
chr8,SV14,68068,linked-read,male,no
chrZ,SV14,17748,linked-read,male,no
chr2,SV15,33094,linked-read,female,no
chr8,SV15,28146,linked-read,female,no
chrZ,SV15,10518,linked-read,female,no
chr2,SV16,57190,linked-read,female,no
chr8,SV16,44637,linked-read,female,no
chrZ,SV16,25957,linked-read,female,no
chr2,SV17,93174,linked-read,male,no
chr8,SV17,65023,linked-read,male,no
chrZ,SV17,31199,linked-read,male,no
chr2,SV18,61986,linked-read,male,no
chr8,SV18,50909,linked-read,male,no
chrZ,SV18,17026,linked-read,male,no
chr2,SV19,22316,linked-read,female,no
chr8,SV19,20865,linked-read,female,no
chrZ,SV19,18467,linked-read,female,no
chr2,SV20,65206,linked-read,male,no
chr8,SV20,53981,linked-read,male,no
chrZ,SV20,27867,linked-read,male,no
chr2,SV21,24814,linked-read,male,no
chr8,SV21,22026,linked-read,male,no
chrZ,SV21,12122,linked-read,male,no
chr2,SV22,25009,linked-read,female,no
chr8,SV22,22049,linked-read,female,no
chrZ,SV22,14259,linked-read,female,no
chr2,SV23,29064,linked-read,female,no
chr8,SV23,25383,linked-read,female,no
chrZ,SV23,13230,linked-read,female,no
chr2,SV24,18657,linked-read,female,no
chr8,SV24,17632,linked-read,female,no
chrZ,SV24,16359,linked-read,female,no
chr2,SV25,29807,linked-read,male,no
chr8,SV25,29126,linked-read,male,no
chrZ,SV25,23344,linked-read,male,no
chr2,TP01,31043,linked-read,female,yes
chr2,TP01,620,short-read,female,yes
chr8,TP01,30510,linked-read,female,yes
chr8,TP01,625,short-read,female,yes
chrZ,TP01,20767,linked-read,female,yes
chrZ,TP01,449,short-read,female,yes
chr2,TP02,219098,linked-read,female,no
chr8,TP02,135632,linked-read,female,no
chrZ,TP02,38859,linked-read,female,no
chr2,TP03,66593,linked-read,male,no
chr8,TP03,62998,linked-read,male,no
chrZ,TP03,32508,linked-read,male,no
chr2,TP04,293971,linked-read,male,no
chr8,TP04,242703,linked-read,male,no
chrZ,TP04,48835,linked-read,male,no
chr2,TP05,24045,linked-read,male,no
chr8,TP05,22552,linked-read,male,no
chrZ,TP05,20301,linked-read,male,no
chr2,TP06,39716,linked-read,male,no
chr8,TP06,35208,linked-read,male,no
chrZ,TP06,20543,linked-read,male,no
chr2,TP07,34472,linked-read,female,no
chr8,TP07,32031,linked-read,female,no
chrZ,TP07,23781,linked-read,female,no
chr2,TP08,12967,linked-read,male,yes
chr2,TP08,671,short-read,male,yes
chr8,TP08,12567,linked-read,male,yes
chr8,TP08,662,short-read,male,yes
chrZ,TP08,11101,linked-read,male,yes
chrZ,TP08,607,short-read,male,yes
chr2,TP09,42480,linked-read,male,no
chr8,TP09,37058,linked-read,male,no
chrZ,TP09,19158,linked-read,male,no
chr2,TP10,40755,linked-read,female,no
chr8,TP10,36498,linked-read,female,no
chrZ,TP10,20417,linked-read,female,no
chr2,TP11,205255,linked-read,male,yes
chr2,TP11,679,short-read,male,yes
chr8,TP11,163538,linked-read,male,yes
chr8,TP11,674,short-read,male,yes
chrZ,TP11,40881,linked-read,male,yes
chrZ,TP11,688,short-read,male,yes
chr2,TP12,39767,linked-read,male,no
chr8,TP12,475959,linked-read,male,no
chrZ,TP12,29593,linked-read,male,no
chr2,TP13,475579,linked-read,female,no
chr8,TP13,319891,linked-read,female,no
chrZ,TP13,43924,linked-read,female,no
chr2,TP14,1429809,linked-read,male,no
chr8,TP14,894573,linked-read,male,no
chrZ,TP14,59511,linked-read,male,no
chr2,TP15,62614,linked-read,male,no
chr8,TP15,35410,linked-read,male,no
chrZ,TP15,30101,linked-read,male,no
chr2,TP16,257580,linked-read,male,no
chr8,TP16,149347,linked-read,male,no
chrZ,TP16,40844,linked-read,male,no
chr2,TP17,84888,linked-read,male,no
chr8,TP17,63874,linked-read,male,no
chrZ,TP17,35755,linked-read,male,no
chr2,TP18,51209,linked-read,male,no
chr8,TP18,46650,linked-read,male,no
chrZ,TP18,28403,linked-read,male,no
chr2,TP19,33783,linked-read,female,no
chr8,TP19,33018,linked-read,female,no
chrZ,TP19,28915,linked-read,female,no
chr2,TP20,399903,linked-read,male,no
chr8,TP20,338964,linked-read,male,no
chrZ,TP20,31301,linked-read,male,no
chr2,TP21,413610,linked-read,female,no
chr8,TP21,319297,linked-read,female,no
chrZ,TP21,32556,linked-read,female,no
chr2,TP22,27410,linked-read,female,no
chr8,TP22,27011,linked-read,female,no
chrZ,TP22,25495,linked-read,female,no
chr2,TP23,849732,linked-read,male,no
chr8,TP23,588088,linked-read,male,no
chrZ,TP23,35947,linked-read,male,no
chr2,TP24,104829,linked-read,female,no
chr8,TP24,99374,linked-read,female,no
chrZ,TP24,29178,linked-read,female,no
chr2,TP25,47048,linked-read,female,no
chr8,TP25,43982,linked-read,female,no
chrZ,TP25,33726,linked-read,female,no
chr2,W1001,89461,linked-read,male,no
chr8,W1001,55779,linked-read,male,no
chrZ,W1001,30527,linked-read,male,no
chr2,W1002,337775,linked-read,male,no
chr8,W1002,167014,linked-read,male,no
chrZ,W1002,43231,linked-read,male,no
chr2,W1003,206796,linked-read,male,no
chr8,W1003,129151,linked-read,male,no
chrZ,W1003,29058,linked-read,male,no
chr2,W1005,243617,linked-read,male,no
chr8,W1005,118245,linked-read,male,no
chrZ,W1005,37005,linked-read,male,no
chr2,W1008,167592,linked-read,male,no
chr8,W1008,96634,linked-read,male,no
chrZ,W1008,37721,linked-read,male,no
chr2,W1011,231241,linked-read,male,no
chr8,W1011,122268,linked-read,male,no
chrZ,W1011,38391,linked-read,male,no
chr2,W1012,389451,linked-read,male,no
chr8,W1012,157497,linked-read,male,no
chrZ,W1012,42134,linked-read,male,no
chr2,W1013,174100,linked-read,male,no
chr8,W1013,120187,linked-read,male,no
chrZ,W1013,40236,linked-read,male,no
chr2,W1015,18310,linked-read,male,no
chr8,W1015,16312,linked-read,male,no
chrZ,W1015,14939,linked-read,male,no
chr2,W1063,24776,linked-read,male,no
chr8,W1063,19108,linked-read,male,no
chrZ,W1063,17457,linked-read,male,no
chr2,W1067,16271,linked-read,male,no
chr8,W1067,13751,linked-read,male,no
chrZ,W1067,13993,linked-read,male,no
chr2,W1068,17363,linked-read,male,no
chr8,W1068,15250,linked-read,male,no
chrZ,W1068,14811,linked-read,male,no
chr2,W1071,18585,linked-read,male,no
chr8,W1071,16366,linked-read,male,no
chrZ,W1071,15399,linked-read,male,no
chr2,W1076,26207,linked-read,male,no
chr8,W1076,21465,linked-read,male,no
chrZ,W1076,18395,linked-read,male,no
chr2,W1082,15515,linked-read,male,no
chr8,W1082,13736,linked-read,male,no
chrZ,W1082,12835,linked-read,male,no
chr2,W1106,15049,linked-read,male,no
chr8,W1106,13695,linked-read,male,no
chrZ,W1106,14002,linked-read,male,no
chr2,W1107,27219,linked-read,male,no
chr8,W1107,20649,linked-read,male,no
chrZ,W1107,17845,linked-read,male,no
chr2,W1123,20996,linked-read,male,no
chr8,W1123,17010,linked-read,male,no
chrZ,W1123,17652,linked-read,male,no
chr2,W1155,35612,linked-read,male,no
chr8,W1155,25947,linked-read,male,no
chrZ,W1155,19867,linked-read,male,no
chr2,W1157,16587,linked-read,male,no
chr8,W1157,15385,linked-read,male,no
chrZ,W1157,13975,linked-read,male,no
chr2,W1190,22270,linked-read,male,no
chr8,W1190,19614,linked-read,male,no
chrZ,W1190,17484,linked-read,male,no
chr2,W1217,28798,linked-read,male,no
chr8,W1217,20659,linked-read,male,no
chrZ,W1217,17410,linked-read,male,no
chr2,W1220,30140,linked-read,male,no
chr8,W1220,23449,linked-read,male,no
chrZ,W1220,20154,linked-read,male,no
chr2,W1228,48358,linked-read,male,no
chr8,W1228,32692,linked-read,male,no
chrZ,W1228,22447,linked-read,male,no
chr2,W2703,1485,short-read,male,no
chr8,W2703,1245,short-read,male,no
chrZ,W2703,1135,short-read,male,no
chr2,W2814,9758,linked-read,male,no
chr8,W2814,9130,linked-read,male,no
chrZ,W2814,9830,linked-read,male,no
chr2,W2830,8873,linked-read,male,no
chr8,W2830,8477,linked-read,male,no
chrZ,W2830,8667,linked-read,male,no
chr2,W2847,8362,linked-read,male,no
chr8,W2847,8063,linked-read,male,no
chrZ,W2847,8640,linked-read,male,no
chr2,W2855,8842,linked-read,male,no
chr8,W2855,8716,linked-read,male,no
chrZ,W2855,9192,linked-read,male,no
chr2,W2994,1707,short-read,female,no
chr8,W2994,1476,short-read,female,no
chrZ,W2994,907,short-read,female,no
chr2,WI01,26887,linked-read,female,no
chr8,WI01,23708,linked-read,female,no
chrZ,WI01,14438,linked-read,female,no
chr2,WI02,16526,linked-read,female,no
chr8,WI02,15097,linked-read,female,no
chrZ,WI02,13936,linked-read,female,no
chr2,WI03,16358,linked-read,male,no
chr8,WI03,15412,linked-read,male,no
chrZ,WI03,12622,linked-read,male,no
chr2,WN29,14382,linked-read,female,no
chr8,WN29,13456,linked-read,female,no
chrZ,WN29,10202,linked-read,female,no
chr2,WN30,13597,linked-read,female,no
chr8,WN30,12244,linked-read,female,no
chrZ,WN30,12159,linked-read,female,no
chr2,WN31,17509,linked-read,male,no
chr8,WN31,15638,linked-read,male,no
chrZ,WN31,10968,linked-read,male,no
chr2,WN32,20947,linked-read,female,no
chr8,WN32,17671,linked-read,female,no
chrZ,WN32,10152,linked-read,female,no
chr2,WN33,12873,linked-read,female,no
chr8,WN33,11715,linked-read,female,no
chrZ,WN33,12450,linked-read,female,no
chr2,WN34,14841,linked-read,male,no
chr8,WN34,13617,linked-read,male,no
chrZ,WN34,13497,linked-read,male,no
chr2,WN35,12011,linked-read,male,no
chr8,WN35,11743,linked-read,male,no
chrZ,WN35,9117,linked-read,male,no
chr2,WN36,13152,linked-read,female,no
chr8,WN36,12320,linked-read,female,no
chrZ,WN36,12174,linked-read,female,no
chr2,WN37,10844,linked-read,male,no
chr8,WN37,10085,linked-read,male,no
chrZ,WN37,7719,linked-read,male,no
chr2,WN38,15116,linked-read,female,no
chr8,WN38,14054,linked-read,female,no
chrZ,WN38,10255,linked-read,female,no
chr2,WN39,12385,linked-read,female,no
chr8,WN39,11823,linked-read,female,no
chrZ,WN39,9534,linked-read,female,no
chr2,WN40,15635,linked-read,female,no
chr8,WN40,14492,linked-read,female,no
chrZ,WN40,13859,linked-read,female,no
chr2,WN41,13020,linked-read,male,no
chr8,WN41,12716,linked-read,male,no
chrZ,WN41,9988,linked-read,male,no
chr2,WN42,14361,linked-read,female,no
chr8,WN42,12788,linked-read,female,no
chrZ,WN42,8847,linked-read,female,no
chr2,WN43,13248,linked-read,female,no
chr8,WN43,12658,linked-read,female,no
chrZ,WN43,9981,linked-read,female,no
chr2,WN44,29054,linked-read,female,no
chr8,WN44,23304,linked-read,female,no
chrZ,WN44,20713,linked-read,female,no
chr2,WN45,18990,linked-read,male,no
chr8,WN45,15967,linked-read,male,no
chrZ,WN45,9749,linked-read,male,no
chr2,WN46,16811,linked-read,female,no
chr8,WN46,14743,linked-read,female,no
chrZ,WN46,10439,linked-read,female,no
chr2,WN47,16799,linked-read,female,no
chr8,WN47,14910,linked-read,female,no
chrZ,WN47,13474,linked-read,female,no
chr2,WN48,21345,linked-read,male,no
chr8,WN48,19684,linked-read,male,no
chrZ,WN48,16937,linked-read,male,no
chr2,WN49,15811,linked-read,male,no
chr8,WN49,14213,linked-read,male,no
chrZ,WN49,9358,linked-read,male,no
chr2,WN50,14812,linked-read,female,no
chr8,WN50,13478,linked-read,female,no
chrZ,WN50,9328,linked-read,female,no
chr2,WN51,28749,linked-read,female,no
chr8,WN51,23666,linked-read,female,no
chrZ,WN51,20366,linked-read,female,no
chr2,WN52,15753,linked-read,male,no
chr8,WN52,14393,linked-read,male,no
chrZ,WN52,13602,linked-read,male,no
chr2,WN53,21175,linked-read,male,no
chr8,WN53,18234,linked-read,male,no
chrZ,WN53,11954,linked-read,male,no
chr2,WN54,34727,linked-read,female,no
chr8,WN54,28438,linked-read,female,no
chrZ,WN54,13631,linked-read,female,no
chr2,WN55,25602,linked-read,female,no
chr8,WN55,21551,linked-read,female,no
chrZ,WN55,19066,linked-read,female,no
chr2,WN56,71330,linked-read,male,no
chr8,WN56,52594,linked-read,male,no
chrZ,WN56,15496,linked-read,male,no
chr2,WN57,23460,linked-read,female,no
chr8,WN57,20827,linked-read,female,no
chrZ,WN57,16818,linked-read,female,no
chr2,WN58,29934,linked-read,male,no
chr8,WN58,24037,linked-read,male,no
chrZ,WN58,18864,linked-read,male,no
chr2,WN59,24066,linked-read,male,no
chr8,WN59,18926,linked-read,male,no
chrZ,WN59,10924,linked-read,male,no
chr2,WN60,23810,linked-read,female,no
chr8,WN60,21047,linked-read,female,no
chrZ,WN60,18671,linked-read,female,no
chr2,WN61,41883,linked-read,male,no
chr8,WN61,27794,linked-read,male,no
chrZ,WN61,25795,linked-read,male,no
chr2,WN62,20326,linked-read,male,no
chr8,WN62,17646,linked-read,male,no
chrZ,WN62,16107,linked-read,male,no
chr2,WN63,28208,linked-read,male,no
chr8,WN63,25273,linked-read,male,no
chrZ,WN63,22252,linked-read,male,no
chr2,WN64,18338,linked-read,male,no
chr8,WN64,17964,linked-read,male,no
chrZ,WN64,17818,linked-read,male,no
chr2,WN65,20806,linked-read,male,no
chr8,WN65,19427,linked-read,male,no
chrZ,WN65,14025,linked-read,male,no
chr2,WN66,28329,linked-read,female,no
chr8,WN66,25656,linked-read,female,no
chrZ,WN66,22297,linked-read,female,no
chr2,WN68,17270,linked-read,male,no
chr8,WN68,15771,linked-read,male,no
chrZ,WN68,11191,linked-read,male,no
chr2,WN69,21234,linked-read,female,no
chr8,WN69,20286,linked-read,female,no
chrZ,WN69,13338,linked-read,female,no
chr2,WN70,26108,linked-read,female,no
chr8,WN70,24994,linked-read,female,no
chrZ,WN70,14975,linked-read,female,no
chr2,WN71,26744,linked-read,female,no
chr8,WN71,25009,linked-read,female,no
chrZ,WN71,14525,linked-read,female,no
chr2,WN72,29070,linked-read,female,no
chr8,WN72,26401,linked-read,female,no
chrZ,WN72,22220,linked-read,female,no
chr2,WN73,27114,linked-read,male,no
chr8,WN73,24774,linked-read,male,no
chrZ,WN73,15298,linked-read,male,no
chr2,WN74,18595,linked-read,female,no
chr8,WN74,17473,linked-read,female,no
chrZ,WN74,10825,linked-read,female,no
chr2,WN75,19675,linked-read,female,no
chr8,WN75,18127,linked-read,female,no
chrZ,WN75,17089,linked-read,female,no
chr2,WN76,19745,linked-read,male,no
chr8,WN76,19074,linked-read,male,no
chrZ,WN76,17561,linked-read,male,no
chr2,WN77,13773,linked-read,male,no
chr8,WN77,13532,linked-read,male,no
chrZ,WN77,12935,linked-read,male,no
chr2,WN83,18040,linked-read,male,no
chr8,WN83,17801,linked-read,male,no
chrZ,WN83,12771,linked-read,male,no
chr2,WN85,7432,linked-read,female,no
chr8,WN85,7550,linked-read,female,no
chrZ,WN85,7006,linked-read,female,no
chr2,WN86,22874,linked-read,female,no
chr8,WN86,20956,linked-read,female,no
chrZ,WN86,12319,linked-read,female,no
chr2,WR01,30329,linked-read,female,no
chr8,WR01,27657,linked-read,female,no
chrZ,WR01,18748,linked-read,female,no
chr2,WR02,40344,linked-read,female,no
chr8,WR02,37037,linked-read,female,no
chrZ,WR02,32741,linked-read,female,no
chr2,WR03,30583,linked-read,male,no
chr8,WR03,30369,linked-read,male,no
chrZ,WR03,23361,linked-read,male,no
chr2,WR04,20027,linked-read,female,no
chr8,WR04,19506,linked-read,female,no
chrZ,WR04,19141,linked-read,female,no
chr2,WR05,24155,linked-read,male,no
chr8,WR05,22927,linked-read,male,no
chrZ,WR05,21017,linked-read,male,no
chr2,WR06,25770,linked-read,male,no
chr8,WR06,24114,linked-read,male,no
chrZ,WR06,22032,linked-read,male,no
chr2,WR07,26907,linked-read,male,no
chr8,WR07,25070,linked-read,male,no
chrZ,WR07,20229,linked-read,male,no
chr2,WR08,33826,linked-read,female,no
chr8,WR08,32224,linked-read,female,no
chrZ,WR08,22230,linked-read,female,no
chr2,WR09,29125,linked-read,female,no
chr8,WR09,26629,linked-read,female,no
chrZ,WR09,24751,linked-read,female,no
chr2,WR10,28149,linked-read,male,no
chr8,WR10,27527,linked-read,male,no
chrZ,WR10,26185,linked-read,male,no
chr2,WR11,39793,linked-read,male,no
chr8,WR11,34379,linked-read,male,no
chrZ,WR11,21753,linked-read,male,no
chr2,WR12,29884,linked-read,female,no
chr8,WR12,27720,linked-read,female,no
chrZ,WR12,27044,linked-read,female,no
chr2,WR13,32344,linked-read,male,no
chr8,WR13,29520,linked-read,male,no
chrZ,WR13,27082,linked-read,male,no
chr2,WR14,35199,linked-read,male,no
chr8,WR14,31508,linked-read,male,no
chrZ,WR14,28878,linked-read,male,no
chr2,WR15,30736,linked-read,male,no
chr8,WR15,29028,linked-read,male,no
chrZ,WR15,21435,linked-read,male,no
chr2,WR17,32120,linked-read,female,no
chr8,WR17,29948,linked-read,female,no
chrZ,WR17,19533,linked-read,female,no
chr2,WR18,53531,linked-read,female,no
chr8,WR18,45198,linked-read,female,no
chrZ,WR18,25083,linked-read,female,no
chr2,WR19,46826,linked-read,female,no
chr8,WR19,41680,linked-read,female,no
chrZ,WR19,31599,linked-read,female,no
chr2,WR20,46163,linked-read,male,no
chr8,WR20,39137,linked-read,male,no
chrZ,WR20,20167,linked-read,male,no
chr2,WR21,411204,linked-read,female,no
chr8,WR21,320078,linked-read,female,no
chrZ,WR21,42123,linked-read,female,no
chr2,Y0006,19121,linked-read,male,no
chr8,Y0006,17184,linked-read,male,no
chrZ,Y0006,16030,linked-read,male,no
chr2,Y0020,11666,linked-read,male,no
chr8,Y0020,10978,linked-read,male,no
chrZ,Y0020,11575,linked-read,male,no
chr2,Y0053,20692,linked-read,male,no
chr8,Y0053,18206,linked-read,male,no
chrZ,Y0053,16333,linked-read,male,no
chr2,Y0076,15885,linked-read,male,no
chr8,Y0076,13985,linked-read,male,no
chrZ,Y0076,12684,linked-read,male,no
chr2,Y0332,44453,linked-read,male,no
chr8,Y0332,33001,linked-read,male,no
chrZ,Y0332,24891,linked-read,male,no
chr2,Y0344,32724,linked-read,male,no
chr8,Y0344,25147,linked-read,male,no
chrZ,Y0344,21804,linked-read,male,no
chr2,Y0427,14135,linked-read,male,no
chr8,Y0427,14127,linked-read,male,no
chrZ,Y0427,13952,linked-read,male,no
chr2,Y0430,51319,linked-read,male,no
chr8,Y0430,36884,linked-read,male,no
chrZ,Y0430,28423,linked-read,male,no
chr2,Y0446,72840,linked-read,male,no
chr8,Y0446,44636,linked-read,male,no
chrZ,Y0446,29512,linked-read,male,no
chr2,Y0454,22964,linked-read,male,no
chr8,Y0454,21604,linked-read,male,no
chrZ,Y0454,20388,linked-read,male,no
chr2,Y0525,17431,linked-read,male,no
chr8,Y0525,15339,linked-read,male,no
chrZ,Y0525,11994,linked-read,male,no
chr2,Y0629,17230,linked-read,male,no
chr8,Y0629,15778,linked-read,male,no
chrZ,Y0629,14880,linked-read,male,no
chr2,Y0634,8367,linked-read,male,no
chr8,Y0634,8225,linked-read,male,no
chrZ,Y0634,8424,linked-read,male,no
chr2,Y0636,24092,linked-read,male,no
chr8,Y0636,22077,linked-read,male,no
chrZ,Y0636,17484,linked-read,male,no
chr2,Y0639,44612,linked-read,male,no
chr8,Y0639,34240,linked-read,male,no
chrZ,Y0639,24951,linked-read,male,no
chr2,Y0641,16560,linked-read,male,no
chr8,Y0641,15057,linked-read,male,no
chrZ,Y0641,15214,linked-read,male,no
chr2,Y0643,14148,linked-read,male,no
chr8,Y0643,13615,linked-read,male,no
chrZ,Y0643,12831,linked-read,male,no
chr2,Y0651,3627,linked-read,male,no
chr8,Y0651,3884,linked-read,male,no
chrZ,Y0651,2705,linked-read,male,no
chr2,Y0659,234,no_HMW_DNA,male,no
chr8,Y0659,229,no_HMW_DNA,male,no
chrZ,Y0659,323,no_HMW_DNA,male,no
chr2,Y0660,45072,linked-read,male,no
chr8,Y0660,33351,linked-read,male,no
chrZ,Y0660,25354,linked-read,male,no
chr2,Y0661,37352,linked-read,male,no
chr8,Y0661,26493,linked-read,male,no
chrZ,Y0661,22125,linked-read,male,no
chr2,Y0664,30215,linked-read,male,no
chr8,Y0664,24184,linked-read,male,no
chrZ,Y0664,20848,linked-read,male,no
chr2,Y0665,36580,linked-read,male,no
chr8,Y0665,29174,linked-read,male,no
chrZ,Y0665,24035,linked-read,male,no
chr2,Y0667,185,no_HMW_DNA,male,no
chr8,Y0667,170,no_HMW_DNA,male,no
chrZ,Y0667,199,no_HMW_DNA,male,no
chr2,Y0697,15346,linked-read,male,no
chr8,Y0697,14163,linked-read,male,no
chrZ,Y0697,11584,linked-read,male,no
chr2,Y0704,387432,linked-read,male,no
chr8,Y0704,181394,linked-read,male,no
chrZ,Y0704,64927,linked-read,male,no
chr2,Y0707,274766,linked-read,male,no
chr8,Y0707,150143,linked-read,male,no
chrZ,Y0707,37973,linked-read,male,no
chr2,Y0708,81584,linked-read,male,no
chr8,Y0708,54188,linked-read,male,no
chrZ,Y0708,27873,linked-read,male,no
chr2,Y0709,21761,linked-read,male,no
